"","Time","Name","GPS","NDVI","SR","OSAVI","ZMI","Ctr2","Lic1","GM2","MCARI1","G","MCARI","TCARI","TVI","SPRI","NPQI","PRI","NPCI","Ctr1","Lic2","SIPI","GM1","ARI1","ARI2","CRI1","CRI2","Date","Datetime","ID","Location","site_num","Tapping","Tree_num","C_pos.","Device","ID2","Tree_ID","Coordinates"
"V9...122","25/06/2024 10:13","AW-1-T-09-M-D2","12° 41.7851' N  36° 18.8264' E",0.512538314,"3.102886559",0.532248494,"1.599430731","0.376866972","0.618918207","2.183148675",0.533433202,"1.882950149","0.152699785","-0.14295426","19.95652395","0.762819024","-0.082814362",0.002283111,"0.134546413","2.240353492","0.64369583","0.615740956","2.215704976",0.088179485,"0.033177284",3.005556281,"3.093735766",2024-06-25,2024-06-25 10:13:00,"AW-1-T-09-M-D2","AW-1","1","T","09","M","D2","AW-02-T-09-M-D2","AW-1-T-09-M","12° 41.7851' N  36° 18.8264' E"
"V10...123","25/06/2024 10:13","AW-1-T-09-L-D2","12° 41.7851' N  36° 18.8264' E",0.489152778,"2.915064844",0.527926388,"1.593725965","0.390237371","0.593020043","2.11523895",0.58543665,"1.794482079","0.15697172","-0.158243696","21.81344089","0.724932759","-0.111039837",0.005332346,"0.159465486","2.250884564","0.645284941","0.594567496","2.167312034",0.124730393,"0.053362646",2.127588342,"2.252318736",2024-06-25,2024-06-25 10:13:00,"AW-1-T-09-L-D2","AW-1","1","T","09","L","D2","AW-02-T-09-L-D2","AW-1-T-09-L","12° 41.7851' N  36° 18.8264' E"
"V11...124","25/06/2024 10:15","AW-1-T-12-T-D2","12° 41.7888' N  36° 18.8367' E",0.527624725,"3.233921856",0.565357034,"1.538788942","0.363945024","0.63934561","2.163901499",0.644602192,"2.19980104","0.209686294","-0.18995333","23.87250195","0.800192818","-0.02147455",0.008359099,"0.1109921","2.121319272","0.676634636","0.627755491","2.083198369",-0.19204706,"-0.082313808",3.01857502,"2.82652796",2024-06-25,2024-06-25 10:15:00,"AW-1-T-12-T-D2","AW-1","1","T","12","T","D2","AW-02-T-12-T-D2","AW-1-T-12-T","12° 41.7888' N  36° 18.8367' E"
"V12...125","25/06/2024 10:15","AW-1-T-12-M-D2","12° 41.7888' N  36° 18.8367' E",0.471196768,"2.782125143",0.50928672,"1.526878599","0.408888919","0.570065518","2.022821098",0.565503117,"1.776538037","0.153391662","-0.160815568","20.8341934","0.625221989","-0.068163037",-0.001541554,"0.23060112","2.484194497","0.543253323","0.593797584","2.048362016",0.063326981,"0.026595934",2.188989216,"2.252316197",2024-06-25,2024-06-25 10:15:00,"AW-1-T-12-M-D2","AW-1","1","T","12","M","D2","AW-02-T-12-M-D2","AW-1-T-12-M","12° 41.7888' N  36° 18.8367' E"
"V13...126","25/06/2024 10:15","AW-1-T-12-L-D2","12° 41.7888' N  36° 18.8367' E",0.545245032,"3.397972839",0.562745766,"1.632381941","0.346418675","0.642507527","2.271888083",0.601805331,"2.000120564","0.174301802","-0.157336051","22.63342154","0.781825162","-0.076733538",0.003963475,"0.122444583","2.175303677","0.656997702","0.640226323","2.30639739",0.083818832,"0.035263566",3.124633473,"3.208452306",2024-06-25,2024-06-25 10:15:00,"AW-1-T-12-L-D2","AW-1","1","T","12","L","D2","AW-02-T-12-L-D2","AW-1-T-12-L","12° 41.7888' N  36° 18.8367' E"
"V14...127","25/06/2024 10:17","AW-1-T-15-T-D2","12° 41.7934' N  36° 18.8438' E",0.586647661,"3.838487199",0.576224844,"1.750356664","0.312209945","0.66408683","2.518909141",0.574396464,"1.993357928","0.145751767","-0.136944844","21.69989993","0.862021145","-0.049316793",0.019990304,"0.074101658","1.887545179","0.756529974","0.651605482","2.498311248",-0.052684532,"-0.021156811",3.451136711,"3.398452179",2024-06-25,2024-06-25 10:17:00,"AW-1-T-15-T-D2","AW-1","1","T","15","T","D2","AW-02-T-15-T-D2","AW-1-T-15-T","12° 41.7934' N  36° 18.8438' E"
"V15...128","25/06/2024 10:17","AW-1-T-15-M-D2","12° 41.7934' N  36° 18.8438' E",0.591354681,"3.894219775",0.571201971,"1.713154135","0.306796411","0.656502541","2.515694433",0.55708642,"1.947013619","0.14553465","-0.134942544","21.22985884","0.897986413","-0.035399096",0.021609751,"0.053748323","1.773281367","0.719894911","0.650555913","2.495899154",-0.051958007,"-0.020227839",3.751922324,"3.699964317",2024-06-25,2024-06-25 10:17:00,"AW-1-T-15-M-D2","AW-1","1","T","15","M","D2","AW-02-T-15-M-D2","AW-1-T-15-M","12° 41.7934' N  36° 18.8438' E"
"V16...129","25/06/2024 10:18","AW-1-T-15-L-D2","12° 41.7934' N  36° 18.8438' E",0.56083395,"3.55408609",0.556964924,"1.663451986","0.333193557","0.631405386","2.380592908",0.575042291,"1.881541247","0.143888685","-0.141670074","21.70952795","0.809777145","-0.064799406",0.012215683,"0.105108441","1.835902657","0.70282282","0.637899098","2.385819814",0.01302951,"0.005316933",3.177845225,"3.190874734",2024-06-25,2024-06-25 10:18:00,"AW-1-T-15-L-D2","AW-1","1","T","15","L","D2","AW-02-T-15-L-D2","AW-1-T-15-L","12° 41.7934' N  36° 18.8438' E"
"V17...130","25/06/2024 10:20","AW-1-T-18-T-D2","12° 41.7872' N  36° 18.8430' E",0.363967818,"2.144494976",0.433967113,"1.353900412","0.523046715","0.487969139","1.663154283",0.521363653,"1.685848071","0.165469517","-0.183791929","19.14311863","0.577435277","-0.113594363",-0.005849927,"0.267880863","2.86584629","0.526699265","0.507707367","1.738240052",0.186825715,"0.076159512",1.454106342,"1.640932057",2024-06-25,2024-06-25 10:20:00,"AW-1-T-18-T-D2","AW-1","1","T","18","T","D2","AW-02-T-18-T-D2","AW-1-T-18-T","12° 41.7872' N  36° 18.8430' E"
"V18...131","25/06/2024 10:21","AW-1-T-18-M-D2","12° 41.7872' N  36° 18.8430' E",0.426561017,"2.487729398",0.484132341,"1.442609099","0.455734664","0.543950925","1.860237873",0.578521923,"1.778818769","0.174530471","-0.182124725","21.52789481","0.719221431","-0.091458183",0.000749922,"0.163317281","2.301509692","0.602909929","0.54797327","1.897320533",0.087420957,"0.037560223",1.82757267,"1.914993627",2024-06-25,2024-06-25 10:21:00,"AW-1-T-18-M-D2","AW-1","1","T","18","M","D2","AW-02-T-18-M-D2","AW-1-T-18-M","12° 41.7872' N  36° 18.8430' E"
"V19...132","25/06/2024 10:21","AW-1-T-18-L-D2","12° 41.7872' N  36° 18.8430' E",0.469381448,"2.769185967",0.488520137,"1.564276971","0.416061106","0.561695623","2.053277183",0.498646824,"1.596109132","0.12119369","-0.136526922","18.80002859","0.683267681","-0.03716735",-0.011550101,"0.188165152","2.289506765","0.57037496","0.589046022","2.20780592",0.402641901,"0.159631566",2.313596629,"2.71623853",2024-06-25,2024-06-25 10:21:00,"AW-1-T-18-L-D2","AW-1","1","T","18","L","D2","AW-02-T-18-L-D2","AW-1-T-18-L","12° 41.7872' N  36° 18.8430' E"
"V20...133","25/06/2024 10:23","Repeatition","12° 41.7833' N  36° 18.8467' E",0.025604283,"1.052554177",0.012174082,"1.018449233","0.98066252","0.013713662","1.010257038",-0.003563695,"0.947702346","0.000703708","-0.13379377","-0.028347032","0.918733923","0.005718461",-0.008534277,"0.042354011","1.14237127","0.90338909","0.065123147","1.088074948",0.645129822,"0.080038897",0.070996476,"0.716126298",2024-06-25,2024-06-25 10:23:00,"Repeatition","Repeatition-NA",NA,NA,NA,NA,NA,"Repeatition","Repeatit","12° 41.7833' N  36° 18.8467' E"
"V21...134","25/06/2024 10:25","AW-1-T-21-T-D2","12° 41.7833' N  36° 18.8467' E",0.623196551,"4.307807043",0.598007152,"1.751363843","0.286971813","0.697551249","2.649683383",0.561701452,"2.147227471","0.155757581","-0.13580421","21.01059021","0.875711212","-0.081446047",0.019058023,"0.066262219","1.935496737","0.713631678","0.689049275","2.59636926",-0.146240686,"-0.054640279",4.765824281,"4.619583595",2024-06-25,2024-06-25 10:25:00,"AW-1-T-21-T-D2","AW-1","1","T","21","T","D2","AW-02-T-21-T-D2","AW-1-T-21-T","12° 41.7833' N  36° 18.8467' E"
"V22...135","25/06/2024 10:26","AW-1-T-21-M-D2","12° 41.7833' N  36° 18.8467' E",0.517797176,"3.147632282",0.521720144,"1.59648425","0.374204824","0.602205405","2.18456971",0.519215428,"1.830929943","0.139334198","-0.137355335","19.51931278","0.77988443","-0.077067452",0.00948595,"0.123668462","1.952233199","0.695252958","0.606623492","2.229164578",0.121034624,"0.045433806",2.901012466,"3.022047091",2024-06-25,2024-06-25 10:26:00,"AW-1-T-21-M-D2","AW-1","1","T","21","M","D2","AW-02-T-21-M-D2","AW-1-T-21-M","12° 41.7833' N  36° 18.8467' E"
"V23...136","25/06/2024 10:26","AW-1-T-21-L-D2","12° 41.7833' N  36° 18.8467' E",0.583492011,"3.801828658",0.567920899,"1.763628418","0.305824799","0.651248454","2.559500234",0.563663178,"1.848884864","0.128004166","-0.12958634","21.41178429","0.916930499","-0.051247606",0.021966731,"0.043334644","1.62852363","0.782486485","0.643406238","2.543187072",-0.041426641,"-0.01673197",3.271684486,"3.230257845",2024-06-25,2024-06-25 10:26:00,"AW-1-T-21-L-D2","AW-1","1","T","21","L","D2","AW-02-T-21-L-D2","AW-1-T-21-L","12° 41.7833' N  36° 18.8467' E"
"V24...137","25/06/2024 10:29","AW-1-T-24-T-D2","12° 41.7850' N  36° 18.8529' E",0.48492235,"2.882909693",0.51818585,"1.525522558","0.399554913","0.580494173","2.060370213",0.57483481,"1.842696089","0.163782163","-0.164060336","21.46799767","0.71547548","-0.025166942",0.003496375,"0.165857527","2.179863928","0.628483305","0.589739399","2.06737917",0.017256804,"0.007149882",2.398615634,"2.415872438",2024-06-25,2024-06-25 10:29:00,"AW-1-T-24-T-D2","AW-1","1","T","24","T","D2","AW-02-T-24-T-D2","AW-1-T-24-T","12° 41.7850' N  36° 18.8529' E"
"V25...138","25/06/2024 10:29","AW-1-T-24-M-D2","12° 41.7850' N  36° 18.8529' E",0.56762574,"3.625622258",0.575227166,"1.637423951","0.332478614","0.66446048","2.347556014",0.591490263,"2.196528717","0.181735077","-0.161843662","22.09352204","0.823238786","-0.056865239",0.015255591,"0.09694902","1.950462383","0.716004183","0.649967076","2.275676243",-0.186131009,"-0.073041501",3.572996553,"3.386865545",2024-06-25,2024-06-25 10:29:00,"AW-1-T-24-M-D2","AW-1","1","T","24","M","D2","AW-02-T-24-M-D2","AW-1-T-24-M","12° 41.7850' N  36° 18.8529' E"
"V26...139","25/06/2024 10:30","AW-1-T-24-L-D2","12° 41.7850' N  36° 18.8529' E",0.545342472,"3.398915398",0.547226237,"1.640710648","0.349556852","0.630753661","2.29669468",0.541816481,"1.887971772","0.14970343","-0.137922577","20.45568327","0.78332178","-0.057369436",0.013862959,"0.121502593","2.040465109","0.661075053","0.63613641","2.348161411",0.136839749,"0.052594299",3.235287125,"3.372126874",2024-06-25,2024-06-25 10:30:00,"AW-1-T-24-L-D2","AW-1","1","T","24","L","D2","AW-02-T-24-L-D2","AW-1-T-24-L","12° 41.7850' N  36° 18.8529' E"
"V27...140","25/06/2024 10:33","AW-1-T-27-T-D2","12° 41.7845' N  36° 18.8510' E",0.449878349,"2.635559513",0.502166128,"1.479085483","0.435455435","0.569869083","1.935457452",0.576260972,"1.916590147","0.181542755","-0.178880551","21.50426166","0.753226739","-0.069257731",0.00887397,"0.140753763","2.381021718","0.653869678","0.555041728","1.920542081",-0.03684828,"-0.01502172",1.915264547,"1.878416267",2024-06-25,2024-06-25 10:33:00,"AW-1-T-27-T-D2","AW-1","1","T","27","T","D2","AW-02-T-27-T-D2","AW-1-T-27-T","12° 41.7845' N  36° 18.8510' E"
"V28...141","25/06/2024 10:34","AW-1-T-27-M-D2","12° 41.7845' N  36° 18.8510' E",0.515626161,"3.129042154",0.547827417,"1.505485919","0.377077986","0.626329474","2.090953797",0.595340132,"2.102042836","0.194657666","-0.174307432","21.86337154","0.765592201","-0.09097288",0.011313955,"0.132764406","2.233051782","0.661756172","0.618491726","2.065421656",-0.06523944,"-0.026221377",2.801996661,"2.736757221",2024-06-25,2024-06-25 10:34:00,"AW-1-T-27-M-D2","AW-1","1","T","27","M","D2","AW-02-T-27-M-D2","AW-1-T-27-M","12° 41.7845' N  36° 18.8510' E"
"V29...142","25/06/2024 10:34","AW-1-T-27-L-D2","12° 41.7845' N  36° 18.8510' E",0.518327323,"3.152197321",0.541514254,"1.572657189","0.372700387","0.606766671","2.170469925",0.601684294,"1.919284948","0.170605822","-0.164272731","22.65315999","0.790322672","-0.002819981",0.011128994,"0.11711706","1.992853341","0.672446511","0.613578346","2.179192644",0.020745674,"0.008864242",2.683479481,"2.704225154",2024-06-25,2024-06-25 10:34:00,"AW-1-T-27-L-D2","AW-1","1","T","27","L","D2","AW-02-T-27-L-D2","AW-1-T-27-L","12° 41.7845' N  36° 18.8510' E"
"V30...143","25/06/2024 10:37","AW-1-T-30-T-D2","12° 41.7928' N  36° 18.8479' E",0.49217199,"2.938341254",0.515433173,"1.536364611","0.39402464","0.597748896","2.063465445",0.532500618,"1.866585173","0.154045309","-0.148148493","19.76102198","0.711554386","-0.089917563",0.003729203,"0.168528453","2.37747005","0.581048143","0.605724852","2.114792314",0.137263092,"0.05267479",2.674929804,"2.812192896",2024-06-25,2024-06-25 10:37:00,"AW-1-T-30-T-D2","AW-1","1","T","30","T","D2","AW-02-T-30-T-D2","AW-1-T-30-T","12° 41.7928' N  36° 18.8479' E"
"V31...144","25/06/2024 10:37","AW-1-T-30-M-D2","12° 41.7928' N  36° 18.8479' E",0.473247903,"2.796852472",0.491228442,"1.525151336","0.418301717","0.574355527","2.008374556",0.492903171,"1.717394209","0.135903578","-0.13763603","18.4340451","0.624439225","-0.121103201",-0.008724712,"0.231194106","2.656703338","0.539490838","0.600077312","2.126395341",0.324479319,"0.121284589",2.549488798,"2.873968117",2024-06-25,2024-06-25 10:37:00,"AW-1-T-30-M-D2","AW-1","1","T","30","M","D2","AW-02-T-30-M-D2","AW-1-T-30-M","12° 41.7928' N  36° 18.8479' E"
"V32...145","25/06/2024 10:37","AW-1-T-30-L-D2","12° 41.7928' N  36° 18.8479' E",0.458522433,"2.693597156",0.476296468,"1.505760422","0.433790112","0.54789115","1.961493514",0.482348169,"1.653819396","0.129316915","-0.138836288","18.08110537","0.620889375","-0.07822404",-0.005328063,"0.233890499","2.534570347","0.562850268","0.576763807","2.089712751",0.350294029,"0.131373138",2.254385905,"2.604679934",2024-06-25,2024-06-25 10:37:00,"AW-1-T-30-L-D2","AW-1","1","T","30","L","D2","AW-02-T-30-L-D2","AW-1-T-30-L","12° 41.7928' N  36° 18.8479' E"
"V2...146","28/06/2024 12:02","DG-1-I-03-T-D1","12° 44.5198' N  36° 8.1764' E",0.201372966,"1.504297896",0.428263239,"1.120374697","0.749521977","0.386604961","1.131277198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:02:00,"DG-1-I-03-T-D1","DG-1","1","I","03","T","D1","DG-02-I-03-T-D1","DG-1-I-03-T","12° 44.5198' N  36° 8.1764' E"
"V3...147","28/06/2024 12:02","DG-1-I-03-M-D1","12° 44.5198' N  36° 8.1764' E",0.192083263,"1.475502622",0.400305506,"1.06161583","0.741243245","0.363859267","1.060042833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:02:00,"DG-1-I-03-M-D1","DG-1","1","I","03","M","D1","DG-02-I-03-M-D1","DG-1-I-03-M","12° 44.5198' N  36° 8.1764' E"
"V4...148","28/06/2024 12:03","DG-1-I-03-L-D1","12° 44.5198' N  36° 8.1764' E",0.328937075,"1.980346442",0.544061149,"1.14248586","0.564647268","0.482739453","1.387653836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:03:00,"DG-1-I-03-L-D1","DG-1","1","I","03","L","D1","DG-02-I-03-L-D1","DG-1-I-03-L","12° 44.5198' N  36° 8.1764' E"
"V5...149","28/06/2024 12:06","DG-1-I-06-T-D1","12° 44.5216' N  36° 8.2035' E",0.322706286,"1.95292863",0.53806472,"1.122278057","0.57505564","0.481516262","1.377989403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:06:00,"DG-1-I-06-T-D1","DG-1","1","I","06","T","D1","DG-02-I-06-T-D1","DG-1-I-06-T","12° 44.5216' N  36° 8.2035' E"
"V6...150","28/06/2024 12:06","DG-1-I-06-M-D1","12° 44.5216' N  36° 8.2035' E",0.459325917,"2.699086125",0.68247137,"1.192594786","0.420473675","0.601819713","1.770640576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:06:00,"DG-1-I-06-M-D1","DG-1","1","I","06","M","D1","DG-02-I-06-M-D1","DG-1-I-06-M","12° 44.5216' N  36° 8.2035' E"
"V7...151","28/06/2024 12:07","DG-1-I-06-L-D1","12° 44.5238' N  36° 8.2053' E",0.443007609,"2.590713327",0.66924176,"1.182118311","0.439263172","0.592305563","1.721766764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:07:00,"DG-1-I-06-L-D1","DG-1","1","I","06","L","D1","DG-02-I-06-L-D1","DG-1-I-06-L","12° 44.5238' N  36° 8.2053' E"
"V8...152","28/06/2024 12:08","DG-1-I-09-T-D1","12° 44.5322' N  36° 8.1990' E",0.453278909,"2.658172392",0.708923184,"1.168968409","0.412917965","0.629755296","1.745950532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:08:00,"DG-1-I-09-T-D1","DG-1","1","I","09","T","D1","DG-02-I-09-T-D1","DG-1-I-09-T","12° 44.5322' N  36° 8.1990' E"
"V9...153","28/06/2024 12:10","DG-1-I-09-M-D1","12° 44.5328' N  36° 8.1966' E",0.421061267,"2.45459698",0.621292384,"1.14724246","0.4690952","0.546547981","1.637460309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:10:00,"DG-1-I-09-M-D1","DG-1","1","I","09","M","D1","DG-02-I-09-M-D1","DG-1-I-09-M","12° 44.5328' N  36° 8.1966' E"
"V10...154","28/06/2024 12:11","DG-1-I-09-L-D1","12° 44.5328' N  36° 8.1964' E",0.49105475,"2.929695778",0.693206091,"1.25010006","0.386503436","0.609690445","1.930286076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:11:00,"DG-1-I-09-L-D1","DG-1","1","I","09","L","D1","DG-02-I-09-L-D1","DG-1-I-09-L","12° 44.5328' N  36° 8.1964' E"
"V11...155","28/06/2024 12:16","DG-1-I-12-T-D1","12° 44.5588' N  36° 8.1618' E",0.253898423,"1.680600151",0.498372042,"1.138640093","0.666853061","0.448161398","1.201396891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:16:00,"DG-1-I-12-T-D1","DG-1","1","I","12","T","D1","DG-02-I-12-T-D1","DG-1-I-12-T","12° 44.5588' N  36° 8.1618' E"
"V12...156","28/06/2024 12:17","DG-1-I-12-M-D1","12° 44.5588' N  36° 8.1618' E",0.265171266,"1.721722637",0.468605534,"1.106297317","0.651759035","0.42133901","1.245504106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:17:00,"DG-1-I-12-M-D1","DG-1","1","I","12","M","D1","DG-02-I-12-M-D1","DG-1-I-12-M","12° 44.5588' N  36° 8.1618' E"
"V13...157","28/06/2024 12:17","DG-1-I-12-L-D1","12° 44.5588' N  36° 8.1618' E",0.437130031,"2.553218524",0.655413023,"1.174880894","0.437344615","0.579648308","1.715832003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:17:00,"DG-1-I-12-L-D1","DG-1","1","I","12","L","D1","DG-02-I-12-L-D1","DG-1-I-12-L","12° 44.5588' N  36° 8.1618' E"
"V14...158","28/06/2024 12:19","DG-1-I-15-T-D1","12° 44.5582' N  36° 8.1591' E",0.435756605,"2.544569626",0.661739041,"1.150473215","0.446409123","0.584997449","1.660331442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:19:00,"DG-1-I-15-T-D1","DG-1","1","I","15","T","D1","DG-02-I-15-T-D1","DG-1-I-15-T","12° 44.5582' N  36° 8.1591' E"
"V15...159","28/06/2024 12:19","DG-1-I-15-M-D1","12° 44.5565' N  36° 8.1569' E",0.439450146,"2.567925287",0.668816021,"1.157451293","0.437747859","0.591256597","1.693223388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:19:00,"DG-1-I-15-M-D1","DG-1","1","I","15","M","D1","DG-02-I-15-M-D1","DG-1-I-15-M","12° 44.5565' N  36° 8.1569' E"
"V16...160","28/06/2024 12:20","DG-1-I-15-L-D1","12° 44.5565' N  36° 8.1569' E",0.434299482,"2.535439578",0.682535583,"1.129036384","0.450545077","0.601080237","1.63156928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:20:00,"DG-1-I-15-L-D1","DG-1","1","I","15","L","D1","DG-02-I-15-L-D1","DG-1-I-15-L","12° 44.5565' N  36° 8.1569' E"
"V17...161","28/06/2024 12:23","DG-1-I-18-T-D1","12° 44.5509' N  36° 8.1354' E",0.457764003,"2.688430889",0.700910978,"1.154252009","0.417980169","0.619210715","1.715150952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:23:00,"DG-1-I-18-T-D1","DG-1","1","I","18","T","D1","DG-02-I-18-T-D1","DG-1-I-18-T","12° 44.5509' N  36° 8.1354' E"
"V18...162","28/06/2024 12:23","DG-1-I-18-M-D1","12° 44.5509' N  36° 8.1354' E",0.388098789,"2.268501458",0.625484895,"1.135046118","0.491314641","0.552913181","1.524206801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:23:00,"DG-1-I-18-M-D1","DG-1","1","I","18","M","D1","DG-02-I-18-M-D1","DG-1-I-18-M","12° 44.5509' N  36° 8.1354' E"
"V19...163","28/06/2024 12:24","DG-1-I-18-L-D1","12° 44.5509' N  36° 8.1354' E",0.363008942,"2.139761499",0.615081849,"1.131528619","0.524350151","0.545689526","1.430170211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:24:00,"DG-1-I-18-L-D1","DG-1","1","I","18","L","D1","DG-02-I-18-L-D1","DG-1-I-18-L","12° 44.5509' N  36° 8.1354' E"
"V20...164","28/06/2024 12:27","DG-1-I-21-T-D1","12° 44.5809' N  36° 8.1175' E",0.515775692,"3.130317229",0.728977164,"1.320497533","0.360735727","0.642176008","2.028367262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:27:00,"DG-1-I-21-T-D1","DG-1","1","I","21","T","D1","DG-02-I-21-T-D1","DG-1-I-21-T","12° 44.5809' N  36° 8.1175' E"
"V21...165","28/06/2024 12:28","DG-1-I-21-M-D1","12° 44.5819' N  36° 8.1147' E",0.405543446,"2.364417445",0.634958565,"1.130786534","0.475954195","0.563026753","1.581361143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:28:00,"DG-1-I-21-M-D1","DG-1","1","I","21","M","D1","DG-02-I-21-M-D1","DG-1-I-21-M","12° 44.5819' N  36° 8.1147' E"
"V22...166","28/06/2024 12:28","DG-1-I-21-L-D1","12° 44.5819' N  36° 8.1147' E",0.463804935,"2.729985837",0.67159819,"1.228622639","0.410500496","0.593372392","1.838593154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:28:00,"DG-1-I-21-L-D1","DG-1","1","I","21","L","D1","DG-02-I-21-L-D1","DG-1-I-21-L","12° 44.5819' N  36° 8.1147' E"
"V23...167","28/06/2024 12:29","DG-1-I-24-T-D1","12° 44.5819' N  36° 8.1147' E",0.30490552,"1.877306693",0.501168159,"1.089033296","0.59766578","0.448154509","1.317775771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:29:00,"DG-1-I-24-T-D1","DG-1","1","I","24","T","D1","DG-02-I-24-T-D1","DG-1-I-24-T","12° 44.5819' N  36° 8.1147' E"
"V24...168","28/06/2024 12:30","DG-1-I-24-M-D1","12° 44.5819' N  36° 8.1147' E",0.311853975,"1.906359881",0.524119979,"1.07760143","0.592617329","0.468180579","1.300252004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:30:00,"DG-1-I-24-M-D1","DG-1","1","I","24","M","D1","DG-02-I-24-M-D1","DG-1-I-24-M","12° 44.5819' N  36° 8.1147' E"
"V25...169","28/06/2024 12:30","DG-1-I-24-L-D1","12° 44.5819' N  36° 8.1147' E",0.456667416,"2.680986671",0.663658013,"1.190166263","0.428763485","0.583623201","1.754468953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:30:00,"DG-1-I-24-L-D1","DG-1","1","I","24","L","D1","DG-02-I-24-L-D1","DG-1-I-24-L","12° 44.5819' N  36° 8.1147' E"
"V26...170","28/06/2024 12:34","DG-1-I-27-T-D1","12° 44.5583' N  36° 8.1071' E",0.369956974,"2.174386378",0.638473579,"1.101608997","0.498687945","0.568430282","1.465170417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:34:00,"DG-1-I-27-T-D1","DG-1","1","I","27","T","D1","DG-02-I-27-T-D1","DG-1-I-27-T","12° 44.5583' N  36° 8.1071' E"
"V27...171","28/06/2024 12:36","DG-1-I-27-M-D1","12° 44.5583' N  36° 8.1071' E",0.347494073,"2.065106259",0.589906755,"1.12802937","0.54902291","0.523280869","1.381817188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:36:00,"DG-1-I-27-M-D1","DG-1","1","I","27","M","D1","DG-02-I-27-M-D1","DG-1-I-27-M","12° 44.5583' N  36° 8.1071' E"
"V28...172","28/06/2024 12:37","DG-1-I-27-L-D1","12° 44.5583' N  36° 8.1071' E",0.311528747,"1.904986943",0.535179786,"1.094816664","0.589807379","0.475983343","1.296592099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:37:00,"DG-1-I-27-L-D1","DG-1","1","I","27","L","D1","DG-02-I-27-L-D1","DG-1-I-27-L","12° 44.5583' N  36° 8.1071' E"
