"","Time","Name","GPS","NDVI","SR","OSAVI","ZMI","Ctr2","Lic1","GM2","MCARI1","G","MCARI","TCARI","TVI","SPRI","NPQI","PRI","NPCI","Ctr1","Lic2","SIPI","GM1","ARI1","ARI2","CRI1","CRI2","Date","Datetime","ID","Location","site_num","Tapping","Tree_num","C_pos.","Device","ID2","Tree_ID","Coordinates"
"V12...372","27/06/2024 10:24","LLT-1-O-4-M-D2","12° 40.4929' N  36° 16.8541' E",0.411232042,"2.396923986",0.511691636,"1.61342316","0.444984689","0.440304782","1.967400836",12.8382723,"1.267057609","1.725016706","-5.229751315","482.7724489","0.837403048","-0.117048607",0.006303572,"0.088492806","1.55193402","0.824079146","0.458976208","1.986057103",0.001572499,"0.019255553",0.032858632,"0.034431131",2024-06-27,2024-06-27 10:24:00,"LLT-1-O-4-M-D2","LLT-1","1","O","4","M","D2","LLT-1-O-02-M-D2","LLT-1-O-4-M","12° 40.4929' N  36° 16.8541' E"
"V13...373","27/06/2024 10:24","LLT-1-O-4-L-D2","12° 40.4929' N  36° 16.8541' E",0.408552074,"2.381531851",0.51737322,"1.555622313","0.449012065","0.445951484","1.926921145",12.22250827,"1.334635787","1.935634442","-4.793087002","459.0057077","0.856339377","-0.087996625",0.007868926,"0.077389202","1.520036025","0.820274144","0.461073939","1.92325828",-0.000336118,"-0.003750747",0.04195271,"0.041616592",2024-06-27,2024-06-27 10:24:00,"LLT-1-O-4-L-D2","LLT-1","1","O","4","L","D2","LLT-1-O-02-L-D2","LLT-1-O-4-L","12° 40.4929' N  36° 16.8541' E"
"V2...374","26/06/2024 09:50","LLT-1-T-03-T-D1","12° 40.5069' N  36° 16.8477' E",0.551326789,"3.45758728",0.602415991,"1.784848338","0.287784626","0.680936615","2.674374647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:50:00,"LLT-1-T-03-T-D1","LLT-1","1","T","03","T","D1","LLT-02-T-03-T-D1","LLT-1-T-03-T","12° 40.5069' N  36° 16.8477' E"
"V3...375","26/06/2024 09:50","LLT-1-T-03-M-D1","12° 40.5069' N  36° 16.8477' E",0.442527034,"2.587617914",0.51606098,"1.533730122","0.386290429","0.598973272","2.095347559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:50:00,"LLT-1-T-03-M-D1","LLT-1","1","T","03","M","D1","LLT-02-T-03-M-D1","LLT-1-T-03-M","12° 40.5069' N  36° 16.8477' E"
"V4...376","26/06/2024 09:51","LLT-1-T-03-L-D1","12° 40.5069' N  36° 16.8477' E",0.487682744,"2.903831025",0.569956535,"1.553086415","0.339976092","0.666637698","2.246995733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:51:00,"LLT-1-T-03-L-D1","LLT-1","1","T","03","L","D1","LLT-02-T-03-L-D1","LLT-1-T-03-L","12° 40.5069' N  36° 16.8477' E"
"V5...377","26/06/2024 09:52","LLT-1-T-06-T-D1","12° 40.5039' N  36° 16.8507' E",0.424970759,"2.478083998",0.500972435,"1.477862015","0.41094911","0.5745617","1.982426999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:52:00,"LLT-1-T-06-T-D1","LLT-1","1","T","06","T","D1","LLT-02-T-06-T-D1","LLT-1-T-06-T","12° 40.5039' N  36° 16.8507' E"
"V6...378","26/06/2024 09:52","LLT-1-T-06-M-D1","12° 40.5043' N  36° 16.8505' E",0.493334657,"2.947378732",0.567746379,"1.586004662","0.338272607","0.651858166","2.288274458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:52:00,"LLT-1-T-06-M-D1","LLT-1","1","T","06","M","D1","LLT-02-T-06-M-D1","LLT-1-T-06-M","12° 40.5043' N  36° 16.8505' E"
"V7...379","26/06/2024 09:52","LLT-1-T-06-L-D1","12° 40.5043' N  36° 16.8505' E",0.517790015,"3.147570686",0.570164538,"1.645714364","0.319524333","0.660774474","2.412378088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:52:00,"LLT-1-T-06-L-D1","LLT-1","1","T","06","L","D1","LLT-02-T-06-L-D1","LLT-1-T-06-L","12° 40.5043' N  36° 16.8505' E"
"V8...380","26/06/2024 09:53","LLT-1-T-09-T-D1","12° 40.5049' N  36° 16.8535' E",0.472402589,"2.790769172",0.513374127,"1.550541179","0.356192848","0.62996798","2.205492353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:53:00,"LLT-1-T-09-T-D1","LLT-1","1","T","09","T","D1","LLT-02-T-09-T-D1","LLT-1-T-09-T","12° 40.5049' N  36° 16.8535' E"
"V9...381","26/06/2024 09:54","LLT-1-T-09-M-D1","12° 40.5057' N  36° 16.8564' E",0.510526607,"3.086023933",0.553856613,"1.614733285","0.328982787","0.648982151","2.352305256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:54:00,"LLT-1-T-09-M-D1","LLT-1","1","T","09","M","D1","LLT-02-T-09-M-D1","LLT-1-T-09-M","12° 40.5057' N  36° 16.8564' E"
"V10...382","26/06/2024 09:54","LLT-1-T-09-L-D1","12° 40.5057' N  36° 16.8564' E",0.539591033,"3.343964047",0.552972293,"1.703698163","0.306119058","0.669213551","2.523564715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:54:00,"LLT-1-T-09-L-D1","LLT-1","1","T","09","L","D1","LLT-02-T-09-L-D1","LLT-1-T-09-L","12° 40.5057' N  36° 16.8564' E"
"V11...383","26/06/2024 09:55","LLT-1-T-12-T-D1","12° 40.5088' N  36° 16.8494' E",0.490814201,"2.927839313",0.574876425,"1.539081271","0.340890161","0.67418564","2.228634337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:55:00,"LLT-1-T-12-T-D1","LLT-1","1","T","12","T","D1","LLT-02-T-12-T-D1","LLT-1-T-12-T","12° 40.5088' N  36° 16.8494' E"
"V12...384","26/06/2024 09:56","LLT-1-T-12-M-D1","12° 40.5088' N  36° 16.8494' E",0.405312318,"2.36310985",0.484386703,"1.412555066","0.43940451","0.575577815","1.858418369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 09:56:00,"LLT-1-T-12-M-D1","LLT-1","1","T","12","M","D1","LLT-02-T-12-M-D1","LLT-1-T-12-M","12° 40.5088' N  36° 16.8494' E"
"V13...385","26/06/2024 10:00","LLT-1-T-12-L-D1","12° 40.5088' N  36° 16.8494' E",0.452359384,"2.652030078",0.527387028,"1.503032985","0.381575663","0.615676837","2.078898008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:00:00,"LLT-1-T-12-L-D1","LLT-1","1","T","12","L","D1","LLT-02-T-12-L-D1","LLT-1-T-12-L","12° 40.5088' N  36° 16.8494' E"
"V14...386","26/06/2024 10:01","LLT-1-T-15-T-D1","12° 40.5111' N  36° 16.8433' E",0.425463659,"2.481067873",0.515647255,"1.461406077","0.40066157","0.600242841","1.995204323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:01:00,"LLT-1-T-15-T-D1","LLT-1","1","T","15","T","D1","LLT-02-T-15-T-D1","LLT-1-T-15-T","12° 40.5111' N  36° 16.8433' E"
"V15...387","26/06/2024 10:04","LLT-1-T-15-M-D1","12° 40.5111' N  36° 16.8433' E",0.451142518,"2.643933202",0.545650923,"1.466524647","0.374587336","0.635554965","2.064640986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:04:00,"LLT-1-T-15-M-D1","LLT-1","1","T","15","M","D1","LLT-02-T-15-M-D1","LLT-1-T-15-M","12° 40.5111' N  36° 16.8433' E"
"V16...388","26/06/2024 10:04","LLT-1-T-15-L-D1","12° 40.5111' N  36° 16.8433' E",0.361844201,"2.134030912",0.464301336,"1.375841162","0.469869994","0.532695807","1.771204425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:04:00,"LLT-1-T-15-L-D1","LLT-1","1","T","15","L","D1","LLT-02-T-15-L-D1","LLT-1-T-15-L","12° 40.5111' N  36° 16.8433' E"
"V17...389","26/06/2024 10:04","LLT-1-T-18-T-D1","12° 40.5135' N  36° 16.8409' E",0.463374047,"2.726990816",0.531621936,"1.575833093","0.363874798","0.61082575","2.198362971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:04:00,"LLT-1-T-18-T-D1","LLT-1","1","T","18","T","D1","LLT-02-T-18-T-D1","LLT-1-T-18-T","12° 40.5135' N  36° 16.8409' E"
"V18...390","26/06/2024 10:05","LLT-1-T-18-M-D1","12° 40.5135' N  36° 16.8409' E",0.446796993,"2.615309343",0.507156706,"1.532019283","0.390081857","0.59281293","2.0846884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:05:00,"LLT-1-T-18-M-D1","LLT-1","1","T","18","M","D1","LLT-02-T-18-M-D1","LLT-1-T-18-M","12° 40.5135' N  36° 16.8409' E"
"V19...391","26/06/2024 10:05","LLT-1-T-18-L-D1","12° 40.5135' N  36° 16.8409' E",0.421732035,"2.45860418",0.484740107,"1.502519786","0.419009881","0.558689084","1.985508788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:05:00,"LLT-1-T-18-L-D1","LLT-1","1","T","18","L","D1","LLT-02-T-18-L-D1","LLT-1-T-18-L","12° 40.5135' N  36° 16.8409' E"
"V20...392","26/06/2024 10:06","LLT-1-T-21-T-D1","12° 40.5187' N  36° 16.8342' E",0.490899781,"2.928499586",0.554874594,"1.594971151","0.338931195","0.65689241","2.290535694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:06:00,"LLT-1-T-21-T-D1","LLT-1","1","T","21","T","D1","LLT-02-T-21-T-D1","LLT-1-T-21-T","12° 40.5187' N  36° 16.8342' E"
"V21...393","26/06/2024 10:07","LLT-1-T-21-M-D1","12° 40.5217' N  36° 16.8360' E",0.49949214,"2.995941244",0.548509023,"1.627885927","0.33143082","0.648141117","2.349031063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:07:00,"LLT-1-T-21-M-D1","LLT-1","1","T","21","M","D1","LLT-02-T-21-M-D1","LLT-1-T-21-M","12° 40.5217' N  36° 16.8360' E"
"V22...394","26/06/2024 10:07","LLT-1-T-21-L-D1","12° 40.5217' N  36° 16.8360' E",0.503081432,"3.024804325",0.569819736,"1.625720476","0.326340007","0.658170538","2.367748801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:07:00,"LLT-1-T-21-L-D1","LLT-1","1","T","21","L","D1","LLT-02-T-21-L-D1","LLT-1-T-21-L","12° 40.5217' N  36° 16.8360' E"
"V23...395","26/06/2024 10:08","LLT-1-T-24-T-D1","12° 40.5219' N  36° 16.8304' E",0.4843645,"2.87870889",0.562255769,"1.531239878","0.343598756","0.663990841","2.218800402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:08:00,"LLT-1-T-24-T-D1","LLT-1","1","T","24","T","D1","LLT-02-T-24-T-D1","LLT-1-T-24-T","12° 40.5219' N  36° 16.8304' E"
"V24...396","26/06/2024 10:09","LLT-1-T-24-M-D1","12° 40.5219' N  36° 16.8304' E",0.467699679,"2.757277462",0.542205374,"1.523556336","0.363241356","0.626496848","2.153271908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:09:00,"LLT-1-T-24-M-D1","LLT-1","1","T","24","M","D1","LLT-02-T-24-M-D1","LLT-1-T-24-M","12° 40.5219' N  36° 16.8304' E"
"V25...397","26/06/2024 10:09","LLT-1-T-24-L-D1","12° 40.5219' N  36° 16.8304' E",0.39742079,"2.319065719",0.46970889,"1.441878629","0.439953095","0.540951638","1.889225115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:09:00,"LLT-1-T-24-L-D1","LLT-1","1","T","24","L","D1","LLT-02-T-24-L-D1","LLT-1-T-24-L","12° 40.5219' N  36° 16.8304' E"
"V26...398","26/06/2024 10:09","LLT-1-T-27-T-D1","12° 40.5239' N  36° 16.8271' E",0.408195939,"2.379496919",0.497768764,"1.451669174","0.420281805","0.570140564","1.939005933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:09:00,"LLT-1-T-27-T-D1","LLT-1","1","T","27","T","D1","LLT-02-T-27-T-D1","LLT-1-T-27-T","12° 40.5239' N  36° 16.8271' E"
"V27...399","26/06/2024 10:10","LLT-1-T-27-M-D1","12° 40.5239' N  36° 16.8271' E",0.481843268,"2.859835983",0.555862494,"1.599159962","0.347641527","0.634523696","2.269896136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:10:00,"LLT-1-T-27-M-D1","LLT-1","1","T","27","M","D1","LLT-02-T-27-M-D1","LLT-1-T-27-M","12° 40.5239' N  36° 16.8271' E"
"V28...400","26/06/2024 10:10","LLT-1-T-27-L-D1","12° 40.5239' N  36° 16.8271' E",0.483112598,"2.86931466",0.540725341,"1.618556499","0.352428323","0.624847071","2.266933277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:10:00,"LLT-1-T-27-L-D1","LLT-1","1","T","27","L","D1","LLT-02-T-27-L-D1","LLT-1-T-27-L","12° 40.5239' N  36° 16.8271' E"
"V29...401","26/06/2024 10:11","LLT-1-T-30-T-D1","12° 40.5273' N  36° 16.8322' E",0.447163544,"2.617706425",0.512110955,"1.53219252","0.382431386","0.597963528","2.10894664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:11:00,"LLT-1-T-30-T-D1","LLT-1","1","T","30","T","D1","LLT-02-T-30-T-D1","LLT-1-T-30-T","12° 40.5273' N  36° 16.8322' E"
"V30...402","26/06/2024 10:11","LLT-1-T-30-M-D1","12° 40.5273' N  36° 16.8322' E",0.450826124,"2.64183383",0.514119425,"1.510101148","0.385380803","0.60309543","2.077407906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:11:00,"LLT-1-T-30-M-D1","LLT-1","1","T","30","M","D1","LLT-02-T-30-M-D1","LLT-1-T-30-M","12° 40.5273' N  36° 16.8322' E"
"V31...403","26/06/2024 10:11","LLT-1-T-30-L-D1","12° 40.5273' N  36° 16.8322' E",0.363803028,"2.143680477",0.478121729,"1.30282808","0.468536748","0.577829672","1.707596075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,2024-06-26 10:11:00,"LLT-1-T-30-L-D1","LLT-1","1","T","30","L","D1","LLT-02-T-30-L-D1","LLT-1-T-30-L","12° 40.5273' N  36° 16.8322' E"
"V2...404","26/06/2024 10:35","LLT-1-T-03-T-D2","12° 40.5058' N  36° 16.8475' E",0.483443837,"2.871795831",0.523279071,"1.574619433","0.401229408","0.578558998","2.072242995",0.616793025,"1.733282677","0.156012965","-0.169073729","22.7219123","0.656687847","-0.105417202",-0.000220442,"0.207228026","2.599730795","0.593955742","0.585405185","2.121396002",0.110383233,"0.050613325",1.895888535,"2.006271768",2024-06-26,2024-06-26 10:35:00,"LLT-1-T-03-T-D2","LLT-1","1","T","03","T","D2","LLT-02-T-03-T-D2","LLT-1-T-03-T","12° 40.5058' N  36° 16.8475' E"
"V3...405","26/06/2024 10:36","LLT-1-T-03-M-D2","12° 40.5058' N  36° 16.8475' E",0.475386866,"2.812333071",0.533816634,"1.500199584","0.408941491","0.582394318","1.996735615",0.690322977,"1.899912241","0.207246094","-0.205378538","25.55948485","0.77130298","-0.100617634",0.006109877,"0.12911231","2.132945604","0.66866631","0.569927567","1.97867648",-0.037643903,"-0.018256879",1.89566902,"1.858025118",2024-06-26,2024-06-26 10:36:00,"LLT-1-T-03-M-D2","LLT-1","1","T","03","M","D2","LLT-02-T-03-M-D2","LLT-1-T-03-M","12° 40.5058' N  36° 16.8475' E"
"V4...406","26/06/2024 10:36","LLT-1-T-03-L-D2","12° 40.5058' N  36° 16.8475' E",0.401777819,"2.343239457",0.477135198,"1.359112972","0.48641176","0.537618765","1.718298218",0.594503148,"1.899181808","0.208405067","-0.201750225","21.62698099","0.646235938","-0.143612027",-0.00527296,"0.214892686","2.773844347","0.547380949","0.542072717","1.745516996",0.064994674,"0.02783425",1.8328333,"1.897827974",2024-06-26,2024-06-26 10:36:00,"LLT-1-T-03-L-D2","LLT-1","1","T","03","L","D2","LLT-02-T-03-L-D2","LLT-1-T-03-L","12° 40.5058' N  36° 16.8475' E"
"V5...407","26/06/2024 10:37","LLT-1-T-06-T-D2","12° 40.5035' N  36° 16.8505' E",0.468528288,"2.763135372",0.524814908,"1.46037929","0.425189501","0.580658275","1.953638234",0.648236076,"1.904421664","0.201463954","-0.194512541","23.8849931","0.670708455","-0.079335827",0.004247863,"0.197096953","2.477293881","0.559630136","0.58265498","1.963971325",0.022969889,"0.010585465",1.962229611,"1.985199499",2024-06-26,2024-06-26 10:37:00,"LLT-1-T-06-T-D2","LLT-1","1","T","06","T","D2","LLT-02-T-06-T-D2","LLT-1-T-06-T","12° 40.5035' N  36° 16.8505' E"
"V6...408","26/06/2024 10:38","LLT-1-T-06-M-D2","12° 40.5035' N  36° 16.8505' E",0.506162264,"3.049913268",0.546319596,"1.536414867","0.384657953","0.614390546","2.094002798",0.633965965,"1.984698349","0.195363579","-0.182653296","23.52118735","0.793699852","-0.064149324",0.008901867,"0.115013751","2.167905089","0.658271396","0.604461929","2.07037794",-0.055058688,"-0.024100977",2.512298888,"2.4572402",2024-06-26,2024-06-26 10:38:00,"LLT-1-T-06-M-D2","LLT-1","1","T","06","M","D2","LLT-02-T-06-M-D2","LLT-1-T-06-M","12° 40.5035' N  36° 16.8505' E"
"V7...409","26/06/2024 10:38","LLT-1-T-06-L-D2","12° 40.5035' N  36° 16.8505' E",0.500566413,"3.004536446",0.543816068,"1.512428401","0.395784262","0.596531838","2.046906343",0.667977388,"1.892100371","0.196636753","-0.188572801","24.55467542","0.749606151","-0.065547198",0.008064903,"0.143114409","2.252311819","0.63356141","0.601862964","2.071211809",0.052758685,"0.024969214",2.205772221,"2.258530905",2024-06-26,2024-06-26 10:38:00,"LLT-1-T-06-L-D2","LLT-1","1","T","06","L","D2","LLT-02-T-06-L-D2","LLT-1-T-06-L","12° 40.5035' N  36° 16.8505' E"
"V8...410","26/06/2024 10:39","LLT-1-T-09-T-D2","12° 40.5046' N  36° 16.8567' E",0.533849406,"3.290458975",0.580525562,"1.505932794","0.361441773","0.652410313","2.131257002",0.678292507,"2.307039932","0.242240795","-0.210267155","24.88368664","0.929013663","-0.020924992",0.00287796,"0.036799292","1.879110062","0.745944609","0.625974997","2.055625788",-0.176311494,"-0.077015525",3.083517119,"2.907205625",2024-06-26,2024-06-26 10:39:00,"LLT-1-T-09-T-D2","LLT-1","1","T","09","T","D2","LLT-02-T-09-T-D2","LLT-1-T-09-T","12° 40.5046' N  36° 16.8567' E"
"V9...411","26/06/2024 10:39","LLT-1-T-09-M-D2","12° 40.5046' N  36° 16.8567' E",0.478252933,"2.83327502",0.519952622,"1.521424559","0.408450351","0.577925265","2.02744012",0.590249671,"1.797739699","0.169235198","-0.165908934","21.98455768","0.730102105","-0.080108077",0.000975451,"0.156001137","2.200163699","0.620951432","0.58327918","2.10007703",0.171844028,"0.074270983",2.051593835,"2.223437863",2024-06-26,2024-06-26 10:39:00,"LLT-1-T-09-M-D2","LLT-1","1","T","09","M","D2","LLT-02-T-09-M-D2","LLT-1-T-09-M","12° 40.5046' N  36° 16.8567' E"
"V10...412","26/06/2024 10:40","LLT-1-T-09-L-D2","12° 40.5046' N  36° 16.8567' E",0.599408832,"3.992621306",0.595313235,"1.683665442","0.305436098","0.683801064","2.483216405",0.591868929,"2.137543713","0.176412648","-0.151449772","21.98255144","0.927739555","0.003207966",0.02118645,"0.037484547","1.770806764","0.728925304","0.663886535","2.458929451",-0.063479049,"-0.024917705",3.879891622,"3.816412573",2024-06-26,2024-06-26 10:40:00,"LLT-1-T-09-L-D2","LLT-1","1","T","09","L","D2","LLT-02-T-09-L-D2","LLT-1-T-09-L","12° 40.5046' N  36° 16.8567' E"
"V11...413","26/06/2024 10:41","LLT-1-T-12-T-D2","12° 40.5087' N  36° 16.8496' E",0.465536913,"2.742073214",0.535490555,"1.427541811","0.421595903","0.584471016","1.907606016",0.707147518,"2.055908379","0.240913508","-0.224094715","25.92046411","0.750068802","-0.043387885",0.004070206,"0.142812213","2.3084506","0.654194853","0.571699568","1.881878853",-0.054122495,"-0.026198594",2.09790499,"2.043782495",2024-06-26,2024-06-26 10:41:00,"LLT-1-T-12-T-D2","LLT-1","1","T","12","T","D2","LLT-02-T-12-T-D2","LLT-1-T-12-T","12° 40.5087' N  36° 16.8496' E"
"V12...414","26/06/2024 10:41","LLT-1-T-12-M-D2","12° 40.5087' N  36° 16.8496' E",0.569234416,"3.642896445",0.614209908,"1.568312503","0.33868175","0.6873583","2.267829397",0.695735359,"2.504992903","0.279175257","-0.231469913","25.94060115","0.837292451","-0.062290621",0.017423235,"0.088558329","2.170760796","0.716342162","0.662416188","2.189199071",-0.182792489,"-0.079542995",3.596583663,"3.413791174",2024-06-26,2024-06-26 10:41:00,"LLT-1-T-12-M-D2","LLT-1","1","T","12","M","D2","LLT-02-T-12-M-D2","LLT-1-T-12-M","12° 40.5087' N  36° 16.8496' E"
"V13...415","26/06/2024 10:41","LLT-1-T-12-L-D2","12° 40.5087' N  36° 16.8496' E",0.435305801,"2.541739943",0.500004542,"1.387855288","0.453956959","0.564251916","1.811309941",0.63102672,"2.008714595","0.213787119","-0.207279809","23.04608993","0.766253706","-0.057661952",0.00584777,"0.132340158","2.325865283","0.628555269","0.554825745","1.796679059",-0.03365848,"-0.014820028",1.91805869,"1.88440021",2024-06-26,2024-06-26 10:41:00,"LLT-1-T-12-L-D2","LLT-1","1","T","12","L","D2","LLT-02-T-12-L-D2","LLT-1-T-12-L","12° 40.5087' N  36° 16.8496' E"
"V14...416","26/06/2024 10:48","LLT-1-T-15-T-D2","12° 40.5113' N  36° 16.8429' E",0.546450616,"3.409663142",0.572878977,"1.553725962","0.35047497","0.656566911","2.220312842",0.631945959,"2.290413827","0.212346316","-0.189622029","23.506368","0.884408723","-0.03933089",0.00953897,"0.061340873","2.043472158","0.753001032","0.633413236","2.108590373",-0.275253676,"-0.112870396",3.547048327,"3.271794651",2024-06-26,2024-06-26 10:48:00,"LLT-1-T-15-T-D2","LLT-1","1","T","15","T","D2","LLT-02-T-15-T-D2","LLT-1-T-15-T","12° 40.5113' N  36° 16.8429' E"
"V15...417","26/06/2024 10:49","LLT-1-T-15-M-D2","12° 40.5113' N  36° 16.8429' E",0.370558217,"2.177418556",0.460356214,"1.309406239","0.514983813","0.521093974","1.635457756",0.574022829,"1.948698328","0.22484771","-0.20846036","21.10498732","0.708803364","-0.094578788",-0.001357095,"0.170409681","2.484221486","0.584238724","0.516476975","1.670794391",0.087057342,"0.035262506",1.786426221,"1.873483563",2024-06-26,2024-06-26 10:49:00,"LLT-1-T-15-M-D2","LLT-1","1","T","15","M","D2","LLT-02-T-15-M-D2","LLT-1-T-15-M","12° 40.5113' N  36° 16.8429' E"
"V16...418","26/06/2024 10:49","LLT-1-T-15-L-D2","12° 40.5113' N  36° 16.8429' E",0.386520396,"2.260092085",0.469756963,"1.345041261","0.500506414","0.522139758","1.696635476",0.612281714,"1.906054847","0.215234733","-0.214735263","22.41479667","0.726674197","-0.107253985",0.002207009,"0.158296106","2.420060996","0.620819369","0.520142276","1.698150238",0.003481341,"0.001511683",1.707112606,"1.710593947",2024-06-26,2024-06-26 10:49:00,"LLT-1-T-15-L-D2","LLT-1","1","T","15","L","D2","LLT-02-T-15-L-D2","LLT-1-T-15-L","12° 40.5113' N  36° 16.8429' E"
"V17...419","26/06/2024 10:50","LLT-1-T-18-T-D2","12° 40.5132' N  36° 16.8399' E",0.554652703,"3.490877149",0.572023889,"1.638462094","0.334159198","0.648956453","2.348123394",0.634316411,"2.042141811","0.173531505","-0.166969466","23.75834184","0.883179724","-0.049464577",0.012211798,"0.062033525","1.899429538","0.734330307","0.62853369","2.260302625",-0.206105941,"-0.088707273",2.956167498,"2.750061557",2024-06-26,2024-06-26 10:50:00,"LLT-1-T-18-T-D2","LLT-1","1","T","18","T","D2","LLT-02-T-18-T-D2","LLT-1-T-18-T","12° 40.5132' N  36° 16.8399' E"
